nsn,candidate_mpn,manufacturer,digikey_pn,raw_attributes_json,closeness_score,search_mode
5935-01-446-7776,206966-7,TE Connectivity AMP Connectors,A32519-ND,"{""Type"": ""Backshell, Cable Clamp"", ""Cable Opening"": ""0.453\"" (11.51mm)"", ""Diameter - Outside"": ""0.950\"" (24.13mm)"", ""Shell Size - Insert"": ""13"", ""Thread Size"": ""3/4-20 UNEF"", ""Cable Exit"": ""180°"", ""Material"": ""Thermoplastic"", ""Plating"": ""-"", ""Shielding"": ""-"", ""Color"": ""Black"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773984-4&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=206966-7"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/401/206966-7.jpg"", ""_description"": ""CONN BACKSH W/CLMP SZ13 3/4-20"", ""_unit_price"": 9.9, ""_qty_available"": 11112, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/206966-7/1014910""}",4.0,no_filter_values_matched
5935-01-446-7776,206966-9,TE Connectivity AMP Connectors,A106559-ND,"{""Type"": ""Backshell, Cable Clamp"", ""Cable Opening"": ""0.453\"" (11.51mm)"", ""Diameter - Outside"": ""0.950\"" (24.13mm)"", ""Shell Size - Insert"": ""13"", ""Thread Size"": ""3/4-20 UNEF"", ""Cable Exit"": ""180°"", ""Material"": ""Thermoplastic"", ""Plating"": ""-"", ""Shielding"": ""-"", ""Color"": ""Black"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773984-4&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=206966-9"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/506/206966-9.jpg"", ""_description"": ""CONN BACKSH W/CLMP SZ13 3/4-20"", ""_unit_price"": 9.41, ""_qty_available"": 679, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/206966-9/1892601""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1004,Amphenol Industrial Operations,339-97-3057-1004-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.312\"" (7.92mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""10SL, 12S"", ""Thread Size"": ""5/8-24"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/978/97-3057-1004.jpg"", ""_description"": ""CONN CAB CLAMP SZ10SL 12S 5/8-24"", ""_unit_price"": 8.12, ""_qty_available"": 1209, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1004/341002""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1004-1,Amphenol Industrial Operations,339-97-3057-1004-1-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.312\"" (7.92mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""10SL, 12S"", ""Thread Size"": ""5/8-24"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Bushing, Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1055/97-3057-1004-1.jpg"", ""_description"": ""CONN CAB CLAMP SZ10SL 12S 5/8-24"", ""_unit_price"": 9.71, ""_qty_available"": 1081, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1004-1/341003""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1007,Amphenol Industrial Operations,339-97-3057-1007-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.438\"" (11.12mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""12SL, 14, 14S"", ""Thread Size"": ""3/4-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/735/97-3057-1007.jpg"", ""_description"": ""CONN CAB CLAMP SZ12SL-14S 3/4-20"", ""_unit_price"": 6.91, ""_qty_available"": 2968, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1007/341004""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1007(621),Amphenol Industrial Operations,339-97-3057-1007(621)-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.438\"" (11.12mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""12SL, 14, 14S"", ""Thread Size"": ""3/4-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Zinc Alloy"", ""Shielding"": ""-"", ""Color"": ""Black"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/735/97-3057-1007.jpg"", ""_description"": ""CONN CAB CLAMP SZ12SL-14S 3/4-20"", ""_unit_price"": 15.95, ""_qty_available"": 499, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1007-621/966144""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1007-1,Amphenol Industrial Operations,339-97-3057-1007-1-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.438\"" (11.12mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""12SL, 14, 14S"", ""Thread Size"": ""3/4-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Bushing, Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/895/97-3057-1007-1.jpg"", ""_description"": ""CONN CAB CLAMP SZ12SL-14S 3/4-20"", ""_unit_price"": 9.15, ""_qty_available"": 1448, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1007-1/341005""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1007-1(621),Amphenol Industrial Operations,339-97-3057-1007-1(621)-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.438\"" (11.12mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""12SL, 14, 14S"", ""Thread Size"": ""3/4-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Zinc Alloy"", ""Shielding"": ""-"", ""Color"": ""Black"", ""Features"": ""Bushing, Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/895/97-3057-1007-1.jpg"", ""_description"": ""CONN CAB CLAMP SZ12SL-14S 3/4-20"", ""_unit_price"": 13.02, ""_qty_available"": 307, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1007-1-621/966145""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1008,Amphenol Industrial Operations,97-3057-1008-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.562\"" (14.27mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""16, 16S"", ""Thread Size"": ""7/8-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/932/97-3057-1008.jpg"", ""_description"": ""CONN CAB CLAMP SZ16 16S 7/8-20"", ""_unit_price"": 9.66, ""_qty_available"": 710, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1008/341006""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1008-1,Amphenol Industrial Operations,339-97-3057-1008-1-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.562\"" (14.27mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""16, 16S"", ""Thread Size"": ""7/8-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Bushing, Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/937/97-3057-1008-1.jpg"", ""_description"": ""CONN CAB CLAMP SZ16 16S 7/8-20"", ""_unit_price"": 11.18, ""_qty_available"": 1081, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1008-1/341007""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1010-1,Amphenol Industrial Operations,339-97-3057-1010-1-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.625\"" (15.88mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""18"", ""Thread Size"": ""1-20"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Bushing, Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1017/97-3057-1010-1%28621%29.jpg"", ""_description"": ""CONN CABLE CLAMP SZ18 OLIVE 1-20"", ""_unit_price"": 9.15, ""_qty_available"": 1539, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1010-1/341009""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1012,Amphenol Industrial Operations,339-97-3057-1012-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.750\"" (19.05mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""20, 22"", ""Thread Size"": ""1 3/16-18"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/997/97-3057-1012.jpg"", ""_description"": ""CONN CAB CLAMP SZ20 22 1 3/16-18"", ""_unit_price"": 7.81, ""_qty_available"": 1513, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1012/341010""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1012-1,Amphenol Industrial Operations,97-3057-1012-1-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.750\"" (19.05mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""20, 22"", ""Thread Size"": ""1 3/16-18"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Bushing, Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://amphenol-industrial.com/wp-content/uploads/2024/02/97-series-12-022.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/895/97-3057-1012-1.jpg"", ""_description"": ""CONN CAB CLAMP SZ20 22 1 3/16-18"", ""_unit_price"": 10.37, ""_qty_available"": 285, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1012-1/341011""}",4.0,no_filter_values_matched
5935-01-446-7776,97-3057-1016,Amphenol Industrial Operations,339-97-3057-1016-ND,"{""Type"": ""Cable Clamp"", ""Cable Opening"": ""0.938\"" (23.83mm)"", ""Diameter - Outside"": ""-"", ""Shell Size - Insert"": ""24, 28"", ""Thread Size"": ""1 7/16-18"", ""Cable Exit"": ""180°"", ""Material"": ""Zinc Die Cast"", ""Plating"": ""Chromate"", ""Shielding"": ""-"", ""Color"": ""Olive"", ""Features"": ""Clamp Screws"", ""Ingress Protection"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7157/97-Datasheet.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/978/97-3057-1016.jpg"", ""_description"": ""CONN CAB CLAMP SZ24 28 1 7/16-18"", ""_unit_price"": 10.19, ""_qty_available"": 191, ""_category"": ""Backshells and Cable Clamps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-industrial-operations/97-3057-1016/341012""}",4.0,no_filter_values_matched
5945-00-491-3597,J0971CS5VDC.45,CIT Relay and Switch,2449-J0971CS5VDC.45-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""10 A"", ""Switching Voltage"": ""277VAC - Max"", ""Load - Max Switching"": ""2770VA"", ""Coil Current"": ""90.9 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""-"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""10 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J097.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/427/MFG_J0971CS5VDC45.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 10A 5V"", ""_unit_price"": 1.36, ""_qty_available"": 2205, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J0971CS5VDC-45/12503173""}",2.375,parametric
5945-00-491-3597,J107F1AS125VDC.36,CIT Relay and Switch,2449-J107F1AS125VDC.36-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""12 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""2500VA, 420W"", ""Coil Current"": ""71.4 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J107F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4572/MFG_J107F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 12A 5V"", ""_unit_price"": 1.53, ""_qty_available"": 2304, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J107F1AS125VDC-36/14002085""}",2.375,parametric
5945-00-491-3597,J107F1AS205VDC.80,CIT Relay and Switch,2449-J107F1AS205VDC.80-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""20 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""2500VA, 420W"", ""Coil Current"": ""161.3 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J107F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4572/MFG_J107F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 20A 5V"", ""_unit_price"": 1.25, ""_qty_available"": 2203, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J107F1AS205VDC-80/14004284""}",2.375,parametric
5945-00-491-3597,J107F1CS125VDC.36,CIT Relay and Switch,2449-J107F1CS125VDC.36-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""12 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""2500VA, 420W"", ""Coil Current"": ""71.4 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J107F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4572/MFG_J107F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 12A 5V"", ""_unit_price"": 1.74, ""_qty_available"": 18209, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J107F1CS125VDC-36/14002162""}",2.375,parametric
5945-00-491-3597,J107F1CS205VDC.45,CIT Relay and Switch,2449-J107F1CS205VDC.45-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""20 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""2500VA, 420W"", ""Coil Current"": ""89.3 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J107F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4572/MFG_J107F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 20A 5V"", ""_unit_price"": 1.82, ""_qty_available"": 4489, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J107F1CS205VDC-45/14000915""}",2.375,parametric
5945-00-491-3597,J107F1CS205VDC.80,CIT Relay and Switch,2449-J107F1CS205VDC.80-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""20 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""2500VA, 420W"", ""Coil Current"": ""161.3 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J107F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4572/MFG_J107F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 20A 5V"", ""_unit_price"": 1.34, ""_qty_available"": 4703, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J107F1CS205VDC-80/14001997""}",2.375,parametric
5945-00-491-3597,J115F21AL5VDCS.9,CIT Relay and Switch,2449-J115F21AL5VDCS.9-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""40 A"", ""Switching Voltage"": ""277VAC, 110VDC - Max"", ""Load - Max Switching"": ""9600VA, 1120W"", ""Coil Current"": ""178.6 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin, Quick Connect - 0.250\"" (6.3mm)"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""10 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J115F2.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4354/MFG_J115F2L.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 40A 5V"", ""_unit_price"": 2.73, ""_qty_available"": 150, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J115F21AL5VDCS-9/14001860""}",2.375,parametric
5945-00-491-3597,J123F1A5VDC.36,CIT Relay and Switch,2449-J123F1A5VDC.36-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""20 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""7600VA, 2200W"", ""Coil Current"": ""71.4 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide Indium Oxide (AgSnOInO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J123F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4207/MFG_J123F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 20A 5V"", ""_unit_price"": 1.83, ""_qty_available"": 7162, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J123F1A5VDC-36/14002214""}",2.375,parametric
