requirement_id,nsn,requirement_name,operator,value,uom,requirement_class,source,source_spec_id,conflicting_value,conflicting_source,value_num,value_min,value_max,value_text,parse_status,raw_requirement_name
5935-01-249-9088__insulation_resistance,5935-01-249-9088,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-38999,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-01-249-9088__shell_material,5935-01-249-9088,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5935-01-249-9088__shell_size,5935-01-249-9088,shell_size,eq,13,,electrical,publog_characteristics,,,,13.0,,,13,number,shell_size
5935-01-249-9088__operating_temp_max,5935-01-249-9088,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-38999,125,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5935-01-249-9088__operating_temp_min,5935-01-249-9088,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,-55,spec_extraction,-55.0,,,-55 degC,number,operating_temp_min
5935-01-249-9088__coupling_type,5935-01-249-9088,coupling_type,eq,BAYONET,,mechanical,spec_extraction,MIL-DTL-38999,THREADED,publog_characteristics,,,,BAYONET,text,coupling_type
5935-01-249-9088__humidity_resistance,5935-01-249-9088,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,humidity_resistance
5935-01-249-9088__qualification,5935-01-249-9088,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,qualification
5935-01-249-9088__thermal_shock_cycles,5935-01-249-9088,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-38999,,,25.0,,,25,number,thermal_shock_cycles
5935-01-249-9088__vibration_grms,5935-01-249-9088,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-38999,,,10.0,,,10,number,vibration_grms
5935-01-249-9088__dpa_sample_required,5935-01-249-9088,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,dpa_sample_required
5935-01-249-9088__lot_traceability,5935-01-249-9088,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,lot_traceability
5935-01-296-3505__contact_count,5935-01-296-3505,contact_count,eq,26,,electrical,publog_characteristics,,,,26.0,,,26,number,contact_count
5935-01-296-3505__contact_resistance,5935-01-296-3505,contact_resistance,lte,0.008,ohm,electrical,publog_characteristics,,,,0.008,,,0.008 ohm,number,contact_resistance
5935-01-296-3505__coupling_type,5935-01-296-3505,coupling_type,eq,BREECH,,electrical,publog_characteristics,,,,,,,BREECH,text,coupling_type
5935-01-296-3505__dielectric_withstanding_voltage,5935-01-296-3505,dielectric_withstanding_voltage,gte,1500,V,electrical,publog_characteristics,,,,1500.0,,,1500 V,number,dielectric_withstanding_voltage
5935-01-296-3505__insulation_resistance,5935-01-296-3505,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-5015,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-01-296-3505__shell_material,5935-01-296-3505,shell_material,eq,STAINLESSSTEEL,,electrical,publog_characteristics,,,,,,,STAINLESSSTEEL,text,shell_material
5935-01-296-3505__operating_temp_max,5935-01-296-3505,operating_temp_max,gte,150,degC,environmental,spec_extraction,MIL-DTL-5015,85,publog_characteristics,150.0,,,150 degC,number,operating_temp_max
5935-01-296-3505__operating_temp_min,5935-01-296-3505,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-5015,-40,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5935-01-296-3505__contact_plating,5935-01-296-3505,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-DTL-5015,GOLD,publog_characteristics,,,,GOLD,text,contact_plating
5935-01-296-3505__shell_size,5935-01-296-3505,shell_size,eq,17,,mechanical,spec_extraction,MIL-DTL-5015,21,publog_characteristics,17.0,,,17,number,shell_size
5935-01-296-3505__humidity_resistance,5935-01-296-3505,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-5015,,,,,,true,boolean,humidity_resistance
5935-01-296-3505__qualification,5935-01-296-3505,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-5015,,,,,,true,boolean,qualification
5935-01-296-3505__thermal_shock_cycles,5935-01-296-3505,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-5015,,,10.0,,,10,number,thermal_shock_cycles
5935-01-296-3505__vibration_grms,5935-01-296-3505,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-5015,,,10.0,,,10,number,vibration_grms
5935-01-296-3505__lot_traceability,5935-01-296-3505,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-5015,,,,,,true,boolean,lot_traceability
5935-01-446-7776__contact_count,5935-01-446-7776,contact_count,eq,55,,electrical,publog_characteristics,,,,55.0,,,55,number,contact_count
5935-01-446-7776__contact_resistance,5935-01-446-7776,contact_resistance,lte,0.0014,ohm,electrical,publog_characteristics,,,,0.0014,,,0.0014 ohm,number,contact_resistance
5935-01-446-7776__coupling_type,5935-01-446-7776,coupling_type,eq,BAYONET,,electrical,publog_characteristics,,,,,,,BAYONET,text,coupling_type
5935-01-446-7776__dielectric_withstanding_voltage,5935-01-446-7776,dielectric_withstanding_voltage,gte,1000,V,electrical,spec_extraction,MIL-DTL-83723,1300,publog_characteristics,1000.0,,,1000 V,number,dielectric_withstanding_voltage
5935-01-446-7776__insulation_resistance,5935-01-446-7776,insulation_resistance,gte,5000000000,ohm,electrical,publog_characteristics,,,,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-01-446-7776__shell_material,5935-01-446-7776,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5935-01-446-7776__shell_size,5935-01-446-7776,shell_size,eq,21,,electrical,publog_characteristics,,11,spec_extraction,21.0,,,21,number,shell_size
5935-01-446-7776__operating_temp_max,5935-01-446-7776,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-DTL-83723,150,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5935-01-446-7776__operating_temp_min,5935-01-446-7776,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-83723,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5935-01-446-7776__contact_plating,5935-01-446-7776,contact_plating,eq,GOLDOVERNICKEL,,mechanical,spec_extraction,MIL-DTL-83723,SILVER,publog_characteristics,,,,GOLDOVERNICKEL,text,contact_plating
5935-01-446-7776__humidity_resistance,5935-01-446-7776,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,humidity_resistance
5935-01-446-7776__qualification,5935-01-446-7776,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,qualification
5935-01-446-7776__solderability_per_j_std_002,5935-01-446-7776,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,solderability_per_j_std_002
5935-01-446-7776__thermal_shock_cycles,5935-01-446-7776,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-83723,,,10.0,,,10,number,thermal_shock_cycles
5935-01-446-7776__vibration_grms,5935-01-446-7776,vibration_grms,gte,20,,qualification,spec_extraction,MIL-DTL-83723,,,20.0,,,20,number,vibration_grms
5935-01-446-7776__lot_traceability,5935-01-446-7776,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,lot_traceability
5945-00-491-3597__coil_resistance,5945-00-491-3597,coil_resistance,gte,320,ohm,electrical,spec_extraction,MIL-PRF-39016,50,publog_characteristics,320.0,,,320 ohm,number,coil_resistance
5945-00-491-3597__coil_voltage,5945-00-491-3597,coil_voltage,gte,5,V,electrical,spec_extraction,MIL-PRF-39016,28,publog_characteristics,5.0,,,5 V,number,coil_voltage
5945-00-491-3597__contact_configuration,5945-00-491-3597,contact_configuration,eq,SPDT,,electrical,publog_characteristics,,,,,,,SPDT,text,contact_configuration
5945-00-491-3597__contact_rating,5945-00-491-3597,contact_rating,gte,10,A,electrical,spec_extraction,MIL-PRF-39016,2,publog_characteristics,10.0,,,10 A,number,contact_rating
5945-00-491-3597__sealing,5945-00-491-3597,sealing,eq,HERMETIC,,electrical,publog_characteristics,,,,,,,HERMETIC,text,sealing
5945-00-491-3597__operating_temp_max,5945-00-491-3597,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-39016,71,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5945-00-491-3597__operating_temp_min,5945-00-491-3597,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-39016,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5945-00-491-3597__humidity_resistance,5945-00-491-3597,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-39016,,,,,,true,boolean,humidity_resistance
5945-00-491-3597__qualification,5945-00-491-3597,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-39016,,,,,,true,boolean,qualification
5945-00-491-3597__solderability_per_j_std_002,5945-00-491-3597,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-PRF-39016,,,,,,true,boolean,solderability_per_j_std_002
5945-00-491-3597__thermal_shock_cycles,5945-00-491-3597,thermal_shock_cycles,gte,5,,qualification,spec_extraction,MIL-PRF-39016,,,5.0,,,5,number,thermal_shock_cycles
5945-00-491-3597__vibration_grms,5945-00-491-3597,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-39016,,,15.0,,,15,number,vibration_grms
5945-00-491-3597__lot_traceability,5945-00-491-3597,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-39016,,,,,,true,boolean,lot_traceability
5950-00-698-0421__current_rating,5950-00-698-0421,current_rating,gte,0.5,A,electrical,spec_extraction,MIL-PRF-83446,0.1,publog_characteristics,0.5,,,0.5 A,number,current_rating
5950-00-698-0421__dc_resistance,5950-00-698-0421,dc_resistance,lte,3.363,ohm,electrical,publog_characteristics,,3.182,spec_extraction,3.363,,,3.363 ohm,number,dc_resistance
5950-00-698-0421__inductance,5950-00-698-0421,inductance,eq,0.001,H,electrical,spec_extraction,MIL-PRF-83446,0.0001,publog_characteristics,0.001,,,0.001 H,number,inductance
5950-00-698-0421__inductance_tolerance,5950-00-698-0421,inductance_tolerance,lte,2,%,electrical,publog_characteristics,,,,2.0,,,2 %,number,inductance_tolerance
5950-00-698-0421__q_factor,5950-00-698-0421,q_factor,gte,80,,electrical,publog_characteristics,,,,80.0,,,80,number,q_factor
5950-00-698-0421__operating_temp_max,5950-00-698-0421,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-PRF-83446,85,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5950-00-698-0421__operating_temp_min,5950-00-698-0421,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,-55,spec_extraction,-55.0,,,-55 degC,number,operating_temp_min
5950-00-698-0421__humidity_resistance,5950-00-698-0421,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-83446,,,,,,true,boolean,humidity_resistance
5950-00-698-0421__qualification,5950-00-698-0421,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-83446,,,,,,true,boolean,qualification
5950-00-698-0421__thermal_shock_cycles,5950-00-698-0421,thermal_shock_cycles,gte,5,,qualification,spec_extraction,MIL-PRF-83446,,,5.0,,,5,number,thermal_shock_cycles
5950-00-698-0421__vibration_grms,5950-00-698-0421,vibration_grms,gte,20,,qualification,spec_extraction,MIL-PRF-83446,,,20.0,,,20,number,vibration_grms
5950-00-698-0421__dpa_sample_required,5950-00-698-0421,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-PRF-83446,,,,,,true,boolean,dpa_sample_required
5950-00-698-0421__lot_traceability,5950-00-698-0421,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-83446,,,,,,true,boolean,lot_traceability
5950-01-199-2306__current_rating,5950-01-199-2306,current_rating,gte,0.1,A,electrical,publog_characteristics,,,,0.1,,,0.1 A,number,current_rating
5950-01-199-2306__dc_resistance,5950-01-199-2306,dc_resistance,lte,2.793,ohm,electrical,publog_characteristics,,,,2.793,,,2.793 ohm,number,dc_resistance
5950-01-199-2306__inductance,5950-01-199-2306,inductance,eq,1e-05,H,electrical,publog_characteristics,,,,1e-05,,,1e-05,number,inductance
5950-01-199-2306__inductance_tolerance,5950-01-199-2306,inductance_tolerance,lte,2,%,electrical,publog_characteristics,,,,2.0,,,2 %,number,inductance_tolerance
5950-01-199-2306__q_factor,5950-01-199-2306,q_factor,gte,30,,electrical,publog_characteristics,,,,30.0,,,30,number,q_factor
5950-01-199-2306__operating_temp_max,5950-01-199-2306,operating_temp_max,gte,71,degC,environmental,publog_characteristics,,,,71.0,,,71 degC,number,operating_temp_max
5950-01-199-2306__operating_temp_min,5950-01-199-2306,operating_temp_min,lte,-46,degC,environmental,publog_characteristics,,,,-46.0,,,-46 degC,number,operating_temp_min
5950-01-224-5861__current_rating,5950-01-224-5861,current_rating,gte,0.1,A,electrical,publog_characteristics,,,,0.1,,,0.1 A,number,current_rating
5950-01-224-5861__dc_resistance,5950-01-224-5861,dc_resistance,lte,7.243,ohm,electrical,publog_characteristics,,,,7.243,,,7.243 ohm,number,dc_resistance
5950-01-224-5861__inductance,5950-01-224-5861,inductance,eq,4.7e-05,H,electrical,publog_characteristics,,,,4.7e-05,,,4.7e-05,number,inductance
5950-01-224-5861__inductance_tolerance,5950-01-224-5861,inductance_tolerance,lte,10,%,electrical,publog_characteristics,,,,10.0,,,10 %,number,inductance_tolerance
5950-01-224-5861__q_factor,5950-01-224-5861,q_factor,gte,80,,electrical,publog_characteristics,,,,80.0,,,80,number,q_factor
5950-01-224-5861__operating_temp_max,5950-01-224-5861,operating_temp_max,gte,125,degC,environmental,publog_characteristics,,,,125.0,,,125 degC,number,operating_temp_max
5950-01-224-5861__operating_temp_min,5950-01-224-5861,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,,,-55.0,,,-55 degC,number,operating_temp_min
5961-01-017-5461__current_rating,5961-01-017-5461,current_rating,gte,1,A,electrical,spec_extraction,MIL-PRF-38535,0.5,publog_characteristics,1.0,,,1 A,number,current_rating
5961-01-017-5461__voltage_rating,5961-01-017-5461,voltage_rating,gte,100,V,electrical,manual_override,MIL-PRF-38535,200,publog_characteristics,100.0,,,100 V,number,voltage_rating
5961-01-017-5461__junction_temp_max,5961-01-017-5461,junction_temp_max,gte,175,degC,environmental,spec_extraction,MIL-PRF-38535,,,175.0,,,175 degC,number,junction_temp_max
5961-01-017-5461__operating_temp_max,5961-01-017-5461,operating_temp_max,gte,71,degC,environmental,publog_characteristics,,200,spec_extraction,71.0,,,71 degC,number,operating_temp_max
5961-01-017-5461__operating_temp_min,5961-01-017-5461,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-38535,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5961-01-017-5461__humidity_resistance,5961-01-017-5461,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-38535,,,,,,true,boolean,humidity_resistance
5961-01-017-5461__qualification,5961-01-017-5461,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-38535,,,,,,true,boolean,qualification
5961-01-017-5461__solderability_per_j_std_002,5961-01-017-5461,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-PRF-38535,,,,,,true,boolean,solderability_per_j_std_002
5961-01-017-5461__thermal_shock_cycles,5961-01-017-5461,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-38535,,,10.0,,,10,number,thermal_shock_cycles
5961-01-017-5461__vibration_grms,5961-01-017-5461,vibration_grms,gte,30,,qualification,spec_extraction,MIL-PRF-38535,,,30.0,,,30,number,vibration_grms
5961-01-017-5461__dpa_sample_required,5961-01-017-5461,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-PRF-38535,,,,,,true,boolean,dpa_sample_required
5961-01-017-5461__lot_traceability,5961-01-017-5461,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-38535,,,,,,true,boolean,lot_traceability
5999-00-162-1259__contact_plating,5999-00-162-1259,contact_plating,eq,GOLDOVERNICKEL,,electrical,publog_characteristics,,,,,,,GOLDOVERNICKEL,text,contact_plating
5999-00-162-1259__current_rating,5999-00-162-1259,current_rating,gte,3,A,electrical,publog_characteristics,,,,3.0,,,3 A,number,current_rating
5999-00-162-1259__insulation_resistance,5999-00-162-1259,insulation_resistance,gte,1000000000,ohm,electrical,spec_extraction,MIL-DTL-24308,5000000000,publog_characteristics,1000000000.0,,,1000000000 ohm,number,insulation_resistance
5999-00-162-1259__operating_temp_max,5999-00-162-1259,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-24308,200,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5999-00-162-1259__operating_temp_min,5999-00-162-1259,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-24308,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-00-162-1259__contact_count,5999-00-162-1259,contact_count,eq,25,,mechanical,spec_extraction,MIL-DTL-24308,9,publog_characteristics,25.0,,,25,number,contact_count
5999-00-162-1259__shell_material,5999-00-162-1259,shell_material,eq,COMPOSITE,,mechanical,spec_extraction,MIL-DTL-24308,COMPOSITE,publog_characteristics,,,,COMPOSITE,text,shell_material
5999-00-162-1259__humidity_resistance,5999-00-162-1259,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,humidity_resistance
5999-00-162-1259__qualification,5999-00-162-1259,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,qualification
5999-00-162-1259__thermal_shock_cycles,5999-00-162-1259,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-24308,,,10.0,,,10,number,thermal_shock_cycles
5999-00-162-1259__vibration_grms,5999-00-162-1259,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-24308,,,10.0,,,10,number,vibration_grms
5999-00-162-1259__lot_traceability,5999-00-162-1259,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,lot_traceability
5999-00-196-0634__contact_count,5999-00-196-0634,contact_count,eq,9,,electrical,publog_characteristics,,,,9.0,,,9,number,contact_count
5999-00-196-0634__current_rating,5999-00-196-0634,current_rating,gte,7.5,A,electrical,spec_extraction,MIL-PRF-49464,1,publog_characteristics,7.5,,,7.5 A,number,current_rating
5999-00-196-0634__insulation_resistance,5999-00-196-0634,insulation_resistance,gte,5000000000,ohm,electrical,spec_extraction,MIL-PRF-49464,1000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-00-196-0634__shell_material,5999-00-196-0634,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5999-00-196-0634__operating_temp_max,5999-00-196-0634,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-49464,125,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-00-196-0634__operating_temp_min,5999-00-196-0634,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-49464,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-00-196-0634__contact_plating,5999-00-196-0634,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-PRF-49464,GOLD,publog_characteristics,,,,GOLD,text,contact_plating
5999-00-196-0634__humidity_resistance,5999-00-196-0634,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,humidity_resistance
5999-00-196-0634__qualification,5999-00-196-0634,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,qualification
5999-00-196-0634__thermal_shock_cycles,5999-00-196-0634,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-49464,,,10.0,,,10,number,thermal_shock_cycles
5999-00-196-0634__vibration_grms,5999-00-196-0634,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-49464,,,15.0,,,15,number,vibration_grms
5999-00-196-0634__lot_traceability,5999-00-196-0634,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,lot_traceability
5999-01-070-6620__contact_count,5999-01-070-6620,contact_count,eq,9,,electrical,publog_characteristics,,,,9.0,,,9,number,contact_count
5999-01-070-6620__current_rating,5999-01-070-6620,current_rating,gte,7.5,A,electrical,spec_extraction,MIL-PRF-49464,3,publog_characteristics,7.5,,,7.5 A,number,current_rating
5999-01-070-6620__insulation_resistance,5999-01-070-6620,insulation_resistance,gte,5000000000,ohm,electrical,spec_extraction,MIL-PRF-49464,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-070-6620__shell_material,5999-01-070-6620,shell_material,eq,STEEL,,electrical,publog_characteristics,,,,,,,STEEL,text,shell_material
5999-01-070-6620__operating_temp_max,5999-01-070-6620,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-49464,85,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-070-6620__operating_temp_min,5999-01-070-6620,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-49464,-40,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-070-6620__contact_plating,5999-01-070-6620,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-PRF-49464,GOLDOVERNICKEL,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-070-6620__humidity_resistance,5999-01-070-6620,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,humidity_resistance
5999-01-070-6620__qualification,5999-01-070-6620,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,qualification
5999-01-070-6620__thermal_shock_cycles,5999-01-070-6620,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-49464,,,10.0,,,10,number,thermal_shock_cycles
5999-01-070-6620__vibration_grms,5999-01-070-6620,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-49464,,,15.0,,,15,number,vibration_grms
5999-01-070-6620__lot_traceability,5999-01-070-6620,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,lot_traceability
5999-01-129-4193__contact_count,5999-01-129-4193,contact_count,eq,15,,electrical,publog_characteristics,,,,15.0,,,15,number,contact_count
5999-01-129-4193__current_rating,5999-01-129-4193,current_rating,gte,7.5,A,electrical,spec_extraction,MIL-PRF-49464,7.5,publog_characteristics,7.5,,,7.5 A,number,current_rating
5999-01-129-4193__insulation_resistance,5999-01-129-4193,insulation_resistance,gte,5000000000,ohm,electrical,spec_extraction,MIL-PRF-49464,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-129-4193__shell_material,5999-01-129-4193,shell_material,eq,STEEL,,electrical,publog_characteristics,,,,,,,STEEL,text,shell_material
5999-01-129-4193__operating_temp_max,5999-01-129-4193,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-49464,125,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-129-4193__operating_temp_min,5999-01-129-4193,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-49464,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-129-4193__contact_plating,5999-01-129-4193,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-PRF-49464,GOLDOVERNICKEL,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-129-4193__humidity_resistance,5999-01-129-4193,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,humidity_resistance
5999-01-129-4193__qualification,5999-01-129-4193,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,qualification
5999-01-129-4193__thermal_shock_cycles,5999-01-129-4193,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-49464,,,10.0,,,10,number,thermal_shock_cycles
5999-01-129-4193__vibration_grms,5999-01-129-4193,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-49464,,,15.0,,,15,number,vibration_grms
5999-01-129-4193__lot_traceability,5999-01-129-4193,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,lot_traceability
5999-01-209-0658__contact_count,5999-01-209-0658,contact_count,eq,9,,electrical,publog_characteristics,,,,9.0,,,9,number,contact_count
5999-01-209-0658__current_rating,5999-01-209-0658,current_rating,gte,7.5,A,electrical,spec_extraction,MIL-PRF-49464,1,publog_characteristics,7.5,,,7.5 A,number,current_rating
5999-01-209-0658__insulation_resistance,5999-01-209-0658,insulation_resistance,gte,5000000000,ohm,electrical,spec_extraction,MIL-PRF-49464,1000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-209-0658__shell_material,5999-01-209-0658,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5999-01-209-0658__operating_temp_max,5999-01-209-0658,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-49464,85,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-209-0658__operating_temp_min,5999-01-209-0658,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-49464,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-209-0658__contact_plating,5999-01-209-0658,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-PRF-49464,GOLDOVERNICKEL,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-209-0658__humidity_resistance,5999-01-209-0658,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,humidity_resistance
5999-01-209-0658__qualification,5999-01-209-0658,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,qualification
5999-01-209-0658__thermal_shock_cycles,5999-01-209-0658,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-49464,,,10.0,,,10,number,thermal_shock_cycles
5999-01-209-0658__vibration_grms,5999-01-209-0658,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-49464,,,15.0,,,15,number,vibration_grms
5999-01-209-0658__lot_traceability,5999-01-209-0658,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,lot_traceability
5999-01-215-7176__contact_plating,5999-01-215-7176,contact_plating,eq,GOLD,,electrical,publog_characteristics,,,,,,,GOLD,text,contact_plating
5999-01-215-7176__current_rating,5999-01-215-7176,current_rating,gte,3,A,electrical,publog_characteristics,,,,3.0,,,3 A,number,current_rating
5999-01-215-7176__insulation_resistance,5999-01-215-7176,insulation_resistance,gte,1000000000,ohm,electrical,spec_extraction,MIL-DTL-24308,5000000000,publog_characteristics,1000000000.0,,,1000000000 ohm,number,insulation_resistance
5999-01-215-7176__operating_temp_max,5999-01-215-7176,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-24308,71,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5999-01-215-7176__operating_temp_min,5999-01-215-7176,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-24308,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-215-7176__contact_count,5999-01-215-7176,contact_count,eq,25,,mechanical,spec_extraction,MIL-DTL-24308,37,publog_characteristics,25.0,,,25,number,contact_count
