candidate_id,nsn,candidate_mpn,risk_level,risk_rank,pass_count,fail_count,marginal_count,unknown_count,qpl_listed,gov_unit_price,gov_quantity,commercial_unit_price,commercial_basis_qty,price_delta_indicative,rationale,qualification_gap_count,qualification_gap_summary,source,composite_score,weight_coverage_pct,gates_failed,country_of_origin,manufacturer,digikey_pn,governing_spec_ref,enriched,lifecycle_status,distributor_count,gov_price_fiscal_year,rank_within_nsn
5935-01-249-9088__D38999/42FG11JR,5935-01-249-9088,D38999/42FG11JR,low,1,5,0,1,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; 4 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 4 of 10 measurable requirements could not be verified (40% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Milnec,5958-D38999/42FG11JR-ND,MIL-DTL-38999,false,unknown,,,23
5935-01-249-9088__D38999/26GC4JC,5935-01-249-9088,D38999/26GC4JC,medium,2,5,0,0,5,false,,,1045.72,1000,,Composite 15.4 (coverage 48%). Meets 5 of 10 measurable requirements; 5 unknown. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle status unknown; single-sourced (1 distributor),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,15.3935,48,,unknown,Milnec,5958-D38999/26GC4JC-ND,MIL-DTL-38999,true,unknown,1,,24
5935-01-249-9088__D38999/26GC4JD,5935-01-249-9088,D38999/26GC4JD,medium,2,5,0,0,5,false,,,1045.72,1000,,Composite 15.4 (coverage 48%). Meets 5 of 10 measurable requirements; 5 unknown. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle status unknown; single-sourced (1 distributor),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,15.3935,48,,unknown,Milnec,5958-D38999/26GC4JD-ND,MIL-DTL-38999,true,unknown,1,,25
5935-01-296-3505__D38999/26JE26PN,5935-01-296-3505,D38999/26JE26PN,low,1,5,1,0,4,false,,,,,,Composite 4.1 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,4.11765,17,,unknown,Amphenol Aerospace Operations,1178-D38999/26JE26PN-ND,MIL-DTL-5015,false,unknown,,,1
5935-01-296-3505__D38999/26JE26SA,5935-01-296-3505,D38999/26JE26SA,low,1,5,1,0,4,false,,,,,,Composite 4.1 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,4.11765,17,,unknown,Amphenol Aerospace Operations,3937-D38999/26JE26SA-ND,MIL-DTL-5015,false,unknown,,,2
5935-01-296-3505__D38999/26FE26PN,5935-01-296-3505,D38999/26FE26PN,low,1,5,1,0,4,false,,,53.423,1000,,Composite 6.6 (coverage 55%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle status unknown; 11 distributors,5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,6.64646,55,,unknown,Amphenol Aerospace Operations,2403-D38999/26FE26PN-1178-ND,MIL-DTL-5015,true,unknown,11,,3
5935-01-296-3505__D38999/20KE26PN,5935-01-296-3505,D38999/20KE26PN,low,1,6,0,0,4,false,,,,,,Composite 8.2 (coverage 17%). Meets 6 of 10 measurable requirements; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. 4 of 10 measurable requirements could not be verified (40% unknown); lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,8.23529,17,,unknown,Amphenol Aerospace Operations,1178-D38999/20KE26PN-ND,MIL-DTL-5015,false,unknown,,,4
5935-01-296-3505__D38999/20FE26HB,5935-01-296-3505,D38999/20FE26HB,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AAD38999/20FE26HB-ND,MIL-DTL-5015,false,unknown,,,5
5935-01-296-3505__D38999/20FE26HN,5935-01-296-3505,D38999/20FE26HN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AAD38999/20FE26HN-ND,MIL-DTL-5015,false,unknown,,,6
5935-01-296-3505__D38999/20FE26PB,5935-01-296-3505,D38999/20FE26PB,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Conesys,2403-D38999/20FE26PB-ND,MIL-DTL-5015,false,unknown,,,7
5935-01-296-3505__D38999/20FE26SA,5935-01-296-3505,D38999/20FE26SA,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Conesys,2403-D38999/20FE26SA-ND,MIL-DTL-5015,false,unknown,,,8
5935-01-296-3505__D38999/20FE26SN,5935-01-296-3505,D38999/20FE26SN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,2403-D38999/20FE26SN-1178-ND,MIL-DTL-5015,false,unknown,,,9
5935-01-296-3505__D38999/20WE26PN,5935-01-296-3505,D38999/20WE26PN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,D38999/20WE26PN-ND,MIL-DTL-5015,false,unknown,,,10
5935-01-296-3505__D38999/20WE26SN,5935-01-296-3505,D38999/20WE26SN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AD38999/20WE26SN-ND,MIL-DTL-5015,false,unknown,,,11
5935-01-296-3505__D38999/20ZE26PN,5935-01-296-3505,D38999/20ZE26PN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AAD38999/20ZE26PN-ND,MIL-DTL-5015,false,unknown,,,12
5935-01-296-3505__D38999/20ZE26SN,5935-01-296-3505,D38999/20ZE26SN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AAD38999/20ZE26SN-ND,MIL-DTL-5015,false,unknown,,,13
5935-01-296-3505__D38999/24FE26PN,5935-01-296-3505,D38999/24FE26PN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AD38999/24FE26PN-ND,MIL-DTL-5015,false,unknown,,,14
5935-01-296-3505__D38999/24FE26SA,5935-01-296-3505,D38999/24FE26SA,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Conesys,2403-D38999/24FE26SA-ND,MIL-DTL-5015,false,unknown,,,15
5935-01-296-3505__D38999/24FE26SB,5935-01-296-3505,D38999/24FE26SB,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Conesys,2403-D38999/24FE26SB-ND,MIL-DTL-5015,false,unknown,,,16
5935-01-296-3505__D38999/24FE26SN,5935-01-296-3505,D38999/24FE26SN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Conesys,2403-D38999/24FE26SN-ND,MIL-DTL-5015,false,unknown,,,17
5935-01-296-3505__D38999/24WE26PN,5935-01-296-3505,D38999/24WE26PN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,1178-D38999/24WE26PN-ND,MIL-DTL-5015,false,unknown,,,18
5935-01-296-3505__D38999/24WE26SN,5935-01-296-3505,D38999/24WE26SN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,1178-D38999/24WE26SN-ND,MIL-DTL-5015,false,unknown,,,19
5935-01-296-3505__D38999/26FE26HB,5935-01-296-3505,D38999/26FE26HB,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AAD38999/26FE26HB-ND,MIL-DTL-5015,false,unknown,,,20
5935-01-296-3505__D38999/26FE26HN,5935-01-296-3505,D38999/26FE26HN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AAD38999/26FE26HN-ND,MIL-DTL-5015,false,unknown,,,21
5935-01-296-3505__D38999/26FE26SC,5935-01-296-3505,D38999/26FE26SC,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Conesys,2403-D38999/26FE26SC-ND,MIL-DTL-5015,false,unknown,,,22
5935-01-296-3505__D38999/26FE26SN,5935-01-296-3505,D38999/26FE26SN,low,1,5,1,0,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle/availability unknown (not enriched),5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Amphenol Aerospace Operations,AD38999/26FE26SN-ND,MIL-DTL-5015,false,unknown,,,23
5935-01-296-3505__D38999/20JE26PN,5935-01-296-3505,D38999/20JE26PN,medium,2,5,1,0,4,false,,,94.2191,1000,,Composite 38.9 (coverage 55%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle status unknown; 8 distributors,5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,38.8889,55,,unknown,Amphenol Aerospace Operations,1178-D38999/20JE26PN-ND,MIL-DTL-5015,true,unknown,8,,24
5935-01-296-3505__D38999/20JE26SN,5935-01-296-3505,D38999/20JE26SN,medium,2,5,1,0,4,false,,,87.0012,1000,,Composite 44.3 (coverage 55%). Meets 5 of 10 measurable requirements; fails shell_material; 4 unknown. 5 qualification clauses under MIL-DTL-5015 require testing to verify. lifecycle status unknown; 7 distributors,5,humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,44.2626,55,,unknown,Amphenol Aerospace Operations,3937-D38999/20JE26SN-ND,MIL-DTL-5015,true,unknown,7,,25
5935-01-446-7776__0409-201-1800,5935-01-446-7776,0409-201-1800,low,1,0,0,0,10,false,,,9.44,1000,,Composite 0.0 (coverage 38%). Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle status unknown; 14 distributors,6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,0,38,,unknown,TE Connectivity Deutsch Connectors,2992-0409-201-1800-ND,MIL-DTL-83723,true,unknown,14,,1
5935-01-446-7776__0409-201-2400,5935-01-446-7776,0409-201-2400,low,1,0,0,0,10,false,,,9.18,1000,,Composite 0.0 (coverage 38%). Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle status unknown; 18 distributors,6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,0,38,,unknown,TE Connectivity Deutsch Connectors,1734-1107-ND,MIL-DTL-83723,true,unknown,18,,2
5935-01-446-7776__1-206062-3,5935-01-446-7776,1-206062-3,low,1,0,0,0,10,false,,,6.30725,1000,,Composite 0.0 (coverage 38%). Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle status unknown; 21 distributors,6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,0,38,,unknown,TE Connectivity AMP Connectors,A111987-ND,MIL-DTL-83723,true,unknown,21,,3
5935-01-446-7776__1-206062-4,5935-01-446-7776,1-206062-4,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A32515-ND,MIL-DTL-83723,false,unknown,,,4
5935-01-446-7776__1-206062-5,5935-01-446-7776,1-206062-5,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A104910-ND,MIL-DTL-83723,false,unknown,,,5
5935-01-446-7776__1-206062-6,5935-01-446-7776,1-206062-6,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A32514-ND,MIL-DTL-83723,false,unknown,,,6
5935-01-446-7776__1-206062-7,5935-01-446-7776,1-206062-7,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A105209-ND,MIL-DTL-83723,false,unknown,,,7
5935-01-446-7776__1-206070-1,5935-01-446-7776,1-206070-1,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A122110-ND,MIL-DTL-83723,false,unknown,,,8
5935-01-446-7776__206070-8,5935-01-446-7776,206070-8,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,2266-206070-8-ND,MIL-DTL-83723,false,unknown,,,9
5935-01-446-7776__206138-8,5935-01-446-7776,206138-8,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A32517-ND,MIL-DTL-83723,false,unknown,,,10
5935-01-446-7776__206358-5,5935-01-446-7776,206358-5,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A32518-ND,MIL-DTL-83723,false,unknown,,,11
5935-01-446-7776__206966-7,5935-01-446-7776,206966-7,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A32519-ND,MIL-DTL-83723,false,unknown,,,12
5935-01-446-7776__206966-9,5935-01-446-7776,206966-9,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A106559-ND,MIL-DTL-83723,false,unknown,,,13
5935-01-446-7776__97-3057-1004,5935-01-446-7776,97-3057-1004,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1004-ND,MIL-DTL-83723,false,unknown,,,14
5935-01-446-7776__97-3057-1004-1,5935-01-446-7776,97-3057-1004-1,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1004-1-ND,MIL-DTL-83723,false,unknown,,,15
5935-01-446-7776__97-3057-1007,5935-01-446-7776,97-3057-1007,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1007-ND,MIL-DTL-83723,false,unknown,,,16
5935-01-446-7776__97-3057-1007(621),5935-01-446-7776,97-3057-1007(621),unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1007(621)-ND,MIL-DTL-83723,false,unknown,,,17
5935-01-446-7776__97-3057-1007-1,5935-01-446-7776,97-3057-1007-1,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1007-1-ND,MIL-DTL-83723,false,unknown,,,18
5935-01-446-7776__97-3057-1007-1(621),5935-01-446-7776,97-3057-1007-1(621),unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1007-1(621)-ND,MIL-DTL-83723,false,unknown,,,19
5935-01-446-7776__97-3057-1008,5935-01-446-7776,97-3057-1008,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,97-3057-1008-ND,MIL-DTL-83723,false,unknown,,,20
5935-01-446-7776__97-3057-1008-1,5935-01-446-7776,97-3057-1008-1,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1008-1-ND,MIL-DTL-83723,false,unknown,,,21
5935-01-446-7776__97-3057-1010-1,5935-01-446-7776,97-3057-1010-1,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Amphenol Industrial Operations,339-97-3057-1010-1-ND,MIL-DTL-83723,false,unknown,,,22
